x,y,z
123.5,407.5,1.349858807576
121,405,1.82211880039051
122,405,1.82211880039051
123,405,1.82211880039051
121,406,1.82211880039051
122,406,1.82211880039051
123,406,1.82211880039051
121,407,1.82211880039051
122,407,1.82211880039051
123,407,1.82211880039051
121.5,405.5,2.45960311115695
122.5,405.5,2.45960311115695
121.5,406.5,2.45960311115695
122.5,406.5,2.45960311115695
122,406,3.32011692273655
122,406,4.48168907033806
122,406,6.04964746441295
120,410,1.349858807576
120.5,412.5,1.349858807576
120.5,412.5,1.82211880039051
120.5,412.5,2.45960311115695
120.5,412.5,3.32011692273655
120.5,415.5,1.349858807576
121.5,415.5,1.349858807576
122.5,415.5,1.349858807576
120.5,416.5,1.349858807576
121.5,416.5,1.349858807576
122.5,416.5,1.349858807576
120.5,417.5,1.349858807576
121.5,417.5,1.349858807576
122.5,417.5,1.349858807576
121,416,1.82211880039051
122,416,1.82211880039051
121,417,1.82211880039051
122,417,1.82211880039051
121.5,416.5,2.45960311115695
121.5,416.5,3.32011692273655
121.5,416.5,4.48168907033806
120,424,1.349858807576
120.5,429.5,1.349858807576
121.5,429.5,1.349858807576
120.5,430.5,1.349858807576
121.5,430.5,1.349858807576
121,430,1.82211880039051
121,430,2.45960311115695
121,430,3.32011692273655
120,433,1.349858807576
120.5,452.5,1.349858807576
121.5,452.5,1.349858807576
120.5,453.5,1.349858807576
121.5,453.5,1.349858807576
120.5,452.5,1.82211880039051
121.5,452.5,1.82211880039051
120.5,453.5,1.82211880039051
121.5,453.5,1.82211880039051
121,453,2.45960311115695
121,453,3.32011692273655
121,453,4.48168907033806
120,464,1.349858807576
120,466,1.349858807576
120,468,1.349858807576
120,470,1.349858807576
120.5,478.5,1.349858807576
120.5,478.5,1.82211880039051
120.5,478.5,2.45960311115695
120.5,478.5,3.32011692273655
120,481,1.349858807576
120,486,1.349858807576
120.5,488.5,1.349858807576
120.5,488.5,1.82211880039051
120.5,488.5,2.45960311115695
120.5,488.5,3.32011692273655
120.5,491.5,1.349858807576
121.5,491.5,1.349858807576
122.5,491.5,1.349858807576
120.5,492.5,1.349858807576
121.5,492.5,1.349858807576
122.5,492.5,1.349858807576
120.5,493.5,1.349858807576
121.5,493.5,1.349858807576
122.5,493.5,1.349858807576
121,492,1.82211880039051
122,492,1.82211880039051
121,493,1.82211880039051
122,493,1.82211880039051
121,492,2.45960311115695
122,492,2.45960311115695
121,493,2.45960311115695
122,493,2.45960311115695
121.5,492.5,3.32011692273655
121.5,492.5,4.48168907033806
121.5,492.5,6.04964746441295
120.5,504.5,1.349858807576
120.5,504.5,1.82211880039051
120.5,504.5,2.45960311115695
120.5,504.5,3.32011692273655
120,507,1.349858807576
120.5,509.5,1.349858807576
121.5,509.5,1.349858807576
122.5,509.5,1.349858807576
123.5,509.5,1.349858807576
120.5,510.5,1.349858807576
121.5,510.5,1.349858807576
122.5,510.5,1.349858807576
123.5,510.5,1.349858807576
120.5,511.5,1.349858807576
121.5,511.5,1.349858807576
122.5,511.5,1.349858807576
123.5,511.5,1.349858807576
120.5,512.5,1.349858807576
121.5,512.5,1.349858807576
122.5,512.5,1.349858807576
123.5,512.5,1.349858807576
121,510,1.82211880039051
122,510,1.82211880039051
123,510,1.82211880039051
121,511,1.82211880039051
122,511,1.82211880039051
123,511,1.82211880039051
121,512,1.82211880039051
122,512,1.82211880039051
123,512,1.82211880039051
121.5,510.5,2.45960311115695
122.5,510.5,2.45960311115695
121.5,511.5,2.45960311115695
122.5,511.5,2.45960311115695
122,511,3.32011692273655
122,511,4.48168907033806
122,511,6.04964746441295
120.5,515.5,1.349858807576
120.5,515.5,1.82211880039051
120.5,515.5,2.45960311115695
120.5,515.5,3.32011692273655
120.5,518.5,1.349858807576
121.5,518.5,1.349858807576
120.5,519.5,1.349858807576
121.5,519.5,1.349858807576
121,519,1.82211880039051
121,519,2.45960311115695
121,519,3.32011692273655
121,519,4.48168907033806
120.5,522.5,1.349858807576
120.5,522.5,1.82211880039051
120.5,522.5,2.45960311115695
120.5,522.5,3.32011692273655
120,525,1.349858807576
120.5,527.5,1.349858807576
120.5,527.5,1.82211880039051
120.5,527.5,2.45960311115695
120.5,527.5,3.32011692273655
121.5,1.5,1.349858807576
122.5,1.5,1.349858807576
123.5,1.5,1.349858807576
121.5,2.5,1.349858807576
122.5,2.5,1.349858807576
123.5,2.5,1.349858807576
121.5,3.5,1.349858807576
122.5,3.5,1.349858807576
123.5,3.5,1.349858807576
122,2,1.82211880039051
123,2,1.82211880039051
122,3,1.82211880039051
123,3,1.82211880039051
122.5,2.5,2.45960311115695
122.5,2.5,3.32011692273655
122.5,2.5,4.48168907033806
121,14,1.349858807576
121,16,1.349858807576
121,18,1.349858807576
121.5,20.5,1.349858807576
122.5,20.5,1.349858807576
121.5,21.5,1.349858807576
122.5,21.5,1.349858807576
122,21,1.82211880039051
122,21,2.45960311115695
122,21,3.32011692273655
121.5,24.5,1.349858807576
121.5,24.5,1.82211880039051
121.5,24.5,2.45960311115695
121.5,24.5,3.32011692273655
121.5,40.5,1.349858807576
121.5,40.5,1.82211880039051
121.5,40.5,2.45960311115695
121.5,40.5,3.32011692273655
121,43,1.349858807576
121,101,1.349858807576
121.5,149.5,1.349858807576
122.5,149.5,1.349858807576
123.5,149.5,1.349858807576
124.5,149.5,1.349858807576
125.5,149.5,1.349858807576
126.5,149.5,1.349858807576
127.5,149.5,1.349858807576
121.5,150.5,1.349858807576
122.5,150.5,1.349858807576
123.5,150.5,1.349858807576
124.5,150.5,1.349858807576
125.5,150.5,1.349858807576
126.5,150.5,1.349858807576
127.5,150.5,1.349858807576
121.5,151.5,1.349858807576
122.5,151.5,1.349858807576
123.5,151.5,1.349858807576
124.5,151.5,1.349858807576
125.5,151.5,1.349858807576
126.5,151.5,1.349858807576
127.5,151.5,1.349858807576
121.5,152.5,1.349858807576
122.5,152.5,1.349858807576
123.5,152.5,1.349858807576
124.5,152.5,1.349858807576
125.5,152.5,1.349858807576
126.5,152.5,1.349858807576
127.5,152.5,1.349858807576
121.5,153.5,1.349858807576
122.5,153.5,1.349858807576
123.5,153.5,1.349858807576
124.5,153.5,1.349858807576
125.5,153.5,1.349858807576
126.5,153.5,1.349858807576
127.5,153.5,1.349858807576
121.5,154.5,1.349858807576
122.5,154.5,1.349858807576
123.5,154.5,1.349858807576
124.5,154.5,1.349858807576
125.5,154.5,1.349858807576
126.5,154.5,1.349858807576
127.5,154.5,1.349858807576
121.5,155.5,1.349858807576
122.5,155.5,1.349858807576
123.5,155.5,1.349858807576
124.5,155.5,1.349858807576
125.5,155.5,1.349858807576
126.5,155.5,1.349858807576
127.5,155.5,1.349858807576
122.5,150.5,1.82211880039051
123.5,150.5,1.82211880039051
124.5,150.5,1.82211880039051
125.5,150.5,1.82211880039051
126.5,150.5,1.82211880039051
122.5,151.5,1.82211880039051
123.5,151.5,1.82211880039051
124.5,151.5,1.82211880039051
125.5,151.5,1.82211880039051
126.5,151.5,1.82211880039051
122.5,152.5,1.82211880039051
123.5,152.5,1.82211880039051
124.5,152.5,1.82211880039051
125.5,152.5,1.82211880039051
126.5,152.5,1.82211880039051
122.5,153.5,1.82211880039051
123.5,153.5,1.82211880039051
124.5,153.5,1.82211880039051
125.5,153.5,1.82211880039051
126.5,153.5,1.82211880039051
122.5,154.5,1.82211880039051
123.5,154.5,1.82211880039051
124.5,154.5,1.82211880039051
125.5,154.5,1.82211880039051
126.5,154.5,1.82211880039051
123,151,2.45960311115695
124,151,2.45960311115695
125,151,2.45960311115695
126,151,2.45960311115695
123,152,2.45960311115695
124,152,2.45960311115695
125,152,2.45960311115695
126,152,2.45960311115695
123,153,2.45960311115695
124,153,2.45960311115695
125,153,2.45960311115695
126,153,2.45960311115695
123,154,2.45960311115695
124,154,2.45960311115695
125,154,2.45960311115695
126,154,2.45960311115695
123.5,151.5,3.32011692273655
124.5,151.5,3.32011692273655
125.5,151.5,3.32011692273655
123.5,152.5,3.32011692273655
124.5,152.5,3.32011692273655
125.5,152.5,3.32011692273655
123.5,153.5,3.32011692273655
124.5,153.5,3.32011692273655
125.5,153.5,3.32011692273655
124,152,4.48168907033806
125,152,4.48168907033806
124,153,4.48168907033806
125,153,4.48168907033806
124.5,152.5,6.04964746441295
124.5,152.5,8.16616991256765
121.5,158.5,1.349858807576
121.5,158.5,1.82211880039051
121.5,158.5,2.45960311115695
121.5,158.5,3.32011692273655
121.5,173.5,1.349858807576
121.5,173.5,1.82211880039051
121.5,173.5,2.45960311115695
121.5,173.5,3.32011692273655
121,176,1.349858807576
121.5,204.5,1.349858807576
121.5,204.5,1.82211880039051
121.5,204.5,2.45960311115695
121.5,204.5,3.32011692273655
121,207,1.349858807576
121,214,1.349858807576
121.5,216.5,1.349858807576
121.5,216.5,1.82211880039051
121.5,216.5,2.45960311115695
121.5,216.5,3.32011692273655
121.5,227.5,1.349858807576
121.5,227.5,1.82211880039051
121.5,227.5,2.45960311115695
121.5,227.5,3.32011692273655
121,230,1.349858807576
121,254,1.349858807576
121.5,282.5,1.349858807576
121.5,282.5,1.82211880039051
121.5,282.5,2.45960311115695
121.5,282.5,3.32011692273655
121.5,285.5,1.349858807576
122.5,285.5,1.349858807576
121.5,286.5,1.349858807576
122.5,286.5,1.349858807576
122,286,1.82211880039051
122,286,2.45960311115695
122,286,3.32011692273655
122,286,4.48168907033806
121,289,1.349858807576
121,298,1.349858807576
121,314,1.349858807576
121.5,319.5,1.349858807576
122.5,319.5,1.349858807576
121.5,320.5,1.349858807576
122.5,320.5,1.349858807576
121.5,319.5,1.82211880039051
122.5,319.5,1.82211880039051
121.5,320.5,1.82211880039051
122.5,320.5,1.82211880039051
122,320,2.45960311115695
122,320,3.32011692273655
122,320,4.48168907033806
121,323,1.349858807576
121,329,1.349858807576
121,331,1.349858807576
121,341,1.349858807576
121.5,361.5,1.349858807576
122.5,361.5,1.349858807576
123.5,361.5,1.349858807576
121.5,362.5,1.349858807576
122.5,362.5,1.349858807576
123.5,362.5,1.349858807576
121.5,363.5,1.349858807576
122.5,363.5,1.349858807576
123.5,363.5,1.349858807576
122,362,1.82211880039051
123,362,1.82211880039051
122,363,1.82211880039051
123,363,1.82211880039051
122,362,2.45960311115695
123,362,2.45960311115695
122,363,2.45960311115695
123,363,2.45960311115695
122.5,362.5,3.32011692273655
122.5,362.5,4.48168907033806
121,366,1.349858807576
121,370,1.349858807576
121.5,372.5,1.349858807576
121.5,372.5,1.82211880039051
121.5,372.5,2.45960311115695
121.5,372.5,3.32011692273655
121,375,1.349858807576
121,377,1.349858807576
121.5,384.5,1.349858807576
121.5,384.5,1.82211880039051
121.5,384.5,2.45960311115695
121.5,384.5,3.32011692273655
121,387,1.349858807576
121.5,389.5,1.349858807576
121.5,389.5,1.82211880039051
121.5,389.5,2.45960311115695
121.5,389.5,3.32011692273655
121,392,1.349858807576
121,394,1.349858807576
121.5,396.5,1.349858807576
121.5,396.5,1.82211880039051
121.5,396.5,2.45960311115695
121.5,396.5,3.32011692273655
121.5,444.5,1.349858807576
121.5,444.5,1.82211880039051
121.5,444.5,2.45960311115695
121.5,444.5,3.32011692273655
121.5,496.5,1.349858807576
122.5,496.5,1.349858807576
121.5,497.5,1.349858807576
122.5,497.5,1.349858807576
122,497,1.82211880039051
122,497,2.45960311115695
122,497,3.32011692273655
121.5,530.5,1.349858807576
122.5,530.5,1.349858807576
123.5,530.5,1.349858807576
124.5,530.5,1.349858807576
125.5,530.5,1.349858807576
126.5,530.5,1.349858807576
127.5,530.5,1.349858807576
121.5,531.5,1.349858807576
122.5,531.5,1.349858807576
123.5,531.5,1.349858807576
124.5,531.5,1.349858807576
125.5,531.5,1.349858807576
126.5,531.5,1.349858807576
127.5,531.5,1.349858807576
121.5,532.5,1.349858807576
122.5,532.5,1.349858807576
123.5,532.5,1.349858807576
124.5,532.5,1.349858807576
125.5,532.5,1.349858807576
126.5,532.5,1.349858807576
127.5,532.5,1.349858807576
121.5,533.5,1.349858807576
122.5,533.5,1.349858807576
123.5,533.5,1.349858807576
124.5,533.5,1.349858807576
125.5,533.5,1.349858807576
126.5,533.5,1.349858807576
127.5,533.5,1.349858807576
121.5,534.5,1.349858807576
122.5,534.5,1.349858807576
123.5,534.5,1.349858807576
124.5,534.5,1.349858807576
125.5,534.5,1.349858807576
126.5,534.5,1.349858807576
127.5,534.5,1.349858807576
121.5,535.5,1.349858807576
122.5,535.5,1.349858807576
123.5,535.5,1.349858807576
124.5,535.5,1.349858807576
125.5,535.5,1.349858807576
126.5,535.5,1.349858807576
127.5,535.5,1.349858807576
121.5,536.5,1.349858807576
122.5,536.5,1.349858807576
123.5,536.5,1.349858807576
124.5,536.5,1.349858807576
125.5,536.5,1.349858807576
126.5,536.5,1.349858807576
127.5,536.5,1.349858807576
122.5,531.5,1.82211880039051
123.5,531.5,1.82211880039051
124.5,531.5,1.82211880039051
125.5,531.5,1.82211880039051
126.5,531.5,1.82211880039051
122.5,532.5,1.82211880039051
123.5,532.5,1.82211880039051
124.5,532.5,1.82211880039051
125.5,532.5,1.82211880039051
126.5,532.5,1.82211880039051
122.5,533.5,1.82211880039051
123.5,533.5,1.82211880039051
124.5,533.5,1.82211880039051
125.5,533.5,1.82211880039051
126.5,533.5,1.82211880039051
122.5,534.5,1.82211880039051
123.5,534.5,1.82211880039051
124.5,534.5,1.82211880039051
125.5,534.5,1.82211880039051
126.5,534.5,1.82211880039051
122.5,535.5,1.82211880039051
123.5,535.5,1.82211880039051
124.5,535.5,1.82211880039051
125.5,535.5,1.82211880039051
126.5,535.5,1.82211880039051
123,532,2.45960311115695
124,532,2.45960311115695
125,532,2.45960311115695
126,532,2.45960311115695
123,533,2.45960311115695
124,533,2.45960311115695
125,533,2.45960311115695
126,533,2.45960311115695
123,534,2.45960311115695
124,534,2.45960311115695
125,534,2.45960311115695
126,534,2.45960311115695
123,535,2.45960311115695
124,535,2.45960311115695
125,535,2.45960311115695
126,535,2.45960311115695
123.5,532.5,3.32011692273655
124.5,532.5,3.32011692273655
125.5,532.5,3.32011692273655
123.5,533.5,3.32011692273655
124.5,533.5,3.32011692273655
125.5,533.5,3.32011692273655
123.5,534.5,3.32011692273655
124.5,534.5,3.32011692273655
125.5,534.5,3.32011692273655
124,533,4.48168907033806
125,533,4.48168907033806
124,534,4.48168907033806
125,534,4.48168907033806
124.5,533.5,6.04964746441295
124.5,533.5,8.16616991256765
121,539,1.349858807576
121.5,547.5,1.349858807576
122.5,547.5,1.349858807576
123.5,547.5,1.349858807576
124.5,547.5,1.349858807576
121.5,548.5,1.349858807576
122.5,548.5,1.349858807576
123.5,548.5,1.349858807576
124.5,548.5,1.349858807576
121.5,549.5,1.349858807576
122.5,549.5,1.349858807576
123.5,549.5,1.349858807576
124.5,549.5,1.349858807576
121.5,550.5,1.349858807576
122.5,550.5,1.349858807576
123.5,550.5,1.349858807576
124.5,550.5,1.349858807576
122,548,1.82211880039051
123,548,1.82211880039051
124,548,1.82211880039051
122,549,1.82211880039051
123,549,1.82211880039051
124,549,1.82211880039051
122,550,1.82211880039051
123,550,1.82211880039051
124,550,1.82211880039051
122.5,548.5,2.45960311115695
123.5,548.5,2.45960311115695
122.5,549.5,2.45960311115695
123.5,549.5,2.45960311115695
123,549,3.32011692273655
123,549,4.48168907033806
123,549,6.04964746441295
121.5,553.5,1.349858807576
121.5,553.5,1.82211880039051
121.5,553.5,2.45960311115695
121.5,553.5,3.32011692273655
121.5,556.5,1.349858807576
121.5,556.5,1.82211880039051
121.5,556.5,2.45960311115695
121.5,556.5,3.32011692273655
122,30,1.349858807576
122,32,1.349858807576
122,34,1.349858807576
122,36,1.349858807576
122,38,1.349858807576
122.5,51.5,1.349858807576
122.5,51.5,1.82211880039051
122.5,51.5,2.45960311115695
122.5,51.5,3.32011692273655
122,54,1.349858807576
122.5,62.5,1.349858807576
123.5,62.5,1.349858807576
124.5,62.5,1.349858807576
122.5,63.5,1.349858807576
123.5,63.5,1.349858807576
124.5,63.5,1.349858807576
122.5,64.5,1.349858807576
123.5,64.5,1.349858807576
124.5,64.5,1.349858807576
123,63,1.82211880039051
124,63,1.82211880039051
123,64,1.82211880039051
124,64,1.82211880039051
123,63,2.45960311115695
124,63,2.45960311115695
123,64,2.45960311115695
124,64,2.45960311115695
123.5,63.5,3.32011692273655
123.5,63.5,4.48168907033806
123.5,63.5,6.04964746441295
122.5,81.5,1.349858807576
123.5,81.5,1.349858807576
124.5,81.5,1.349858807576
122.5,82.5,1.349858807576
123.5,82.5,1.349858807576
124.5,82.5,1.349858807576
122.5,83.5,1.349858807576
123.5,83.5,1.349858807576
124.5,83.5,1.349858807576
123,82,1.82211880039051
124,82,1.82211880039051
123,83,1.82211880039051
124,83,1.82211880039051
123.5,82.5,2.45960311115695
123.5,82.5,3.32011692273655
123.5,82.5,4.48168907033806
122,97,1.349858807576
122.5,103.5,1.349858807576
123.5,103.5,1.349858807576
124.5,103.5,1.349858807576
125.5,103.5,1.349858807576
122.5,104.5,1.349858807576
123.5,104.5,1.349858807576
124.5,104.5,1.349858807576
125.5,104.5,1.349858807576
122.5,105.5,1.349858807576
123.5,105.5,1.349858807576
124.5,105.5,1.349858807576
125.5,105.5,1.349858807576
122.5,106.5,1.349858807576
123.5,106.5,1.349858807576
124.5,106.5,1.349858807576
125.5,106.5,1.349858807576
123,104,1.82211880039051
124,104,1.82211880039051
125,104,1.82211880039051
123,105,1.82211880039051
124,105,1.82211880039051
125,105,1.82211880039051
123,106,1.82211880039051
124,106,1.82211880039051
125,106,1.82211880039051
123.5,104.5,2.45960311115695
124.5,104.5,2.45960311115695
123.5,105.5,2.45960311115695
124.5,105.5,2.45960311115695
123.5,104.5,3.32011692273655
124.5,104.5,3.32011692273655
123.5,105.5,3.32011692273655
124.5,105.5,3.32011692273655
124,105,4.48168907033806
124,105,6.04964746441295
122,109,1.349858807576
122,111,1.349858807576
122,113,1.349858807576
122.5,131.5,1.349858807576
122.5,131.5,1.82211880039051
122.5,131.5,2.45960311115695
122.5,131.5,3.32011692273655
122,134,1.349858807576
122.5,136.5,1.349858807576
122.5,136.5,1.82211880039051
122.5,136.5,2.45960311115695
122.5,136.5,3.32011692273655
122,139,1.349858807576
122,141,1.349858807576
122,143,1.349858807576
122,161,1.349858807576
122,163,1.349858807576
122.5,165.5,1.349858807576
122.5,165.5,1.82211880039051
122.5,165.5,2.45960311115695
122.5,165.5,3.32011692273655
122,168,1.349858807576
122.5,170.5,1.349858807576
122.5,170.5,1.82211880039051
122.5,170.5,2.45960311115695
122.5,170.5,3.32011692273655
122,178,1.349858807576
122.5,180.5,1.349858807576
122.5,180.5,1.82211880039051
122.5,180.5,2.45960311115695
122.5,180.5,3.32011692273655
122,188,1.349858807576
122.5,190.5,1.349858807576
122.5,190.5,1.82211880039051
122.5,190.5,2.45960311115695
122.5,190.5,3.32011692273655
122,193,1.349858807576
122,195,1.349858807576
122,202,1.349858807576
122,209,1.349858807576
122.5,211.5,1.349858807576
122.5,211.5,1.82211880039051
122.5,211.5,2.45960311115695
122.5,211.5,3.32011692273655
122,219,1.349858807576
122,221,1.349858807576
122.5,223.5,1.349858807576
123.5,223.5,1.349858807576
122.5,224.5,1.349858807576
123.5,224.5,1.349858807576
123,224,1.82211880039051
123,224,2.45960311115695
123,224,3.32011692273655
122,235,1.349858807576
122,241,1.349858807576
122,243,1.349858807576
122,252,1.349858807576
122.5,261.5,1.349858807576
123.5,261.5,1.349858807576
124.5,261.5,1.349858807576
122.5,262.5,1.349858807576
123.5,262.5,1.349858807576
124.5,262.5,1.349858807576
122.5,263.5,1.349858807576
123.5,263.5,1.349858807576
124.5,263.5,1.349858807576
123,262,1.82211880039051
124,262,1.82211880039051
123,263,1.82211880039051
124,263,1.82211880039051
123,262,2.45960311115695
124,262,2.45960311115695
123,263,2.45960311115695
124,263,2.45960311115695
123.5,262.5,3.32011692273655
123.5,262.5,4.48168907033806
123.5,262.5,6.04964746441295
122,266,1.349858807576
122.5,268.5,1.349858807576
122.5,268.5,1.82211880039051
122.5,268.5,2.45960311115695
122.5,268.5,3.32011692273655
122,271,1.349858807576
122,273,1.349858807576
122,275,1.349858807576
122,291,1.349858807576
122,293,1.349858807576
122,300,1.349858807576
122.5,316.5,1.349858807576
122.5,316.5,1.82211880039051
122.5,316.5,2.45960311115695
122.5,316.5,3.32011692273655
122.5,325.5,1.349858807576
122.5,325.5,1.82211880039051
122.5,325.5,2.45960311115695
122.5,325.5,3.32011692273655
122,333,1.349858807576
122,335,1.349858807576
122,343,1.349858807576
122.5,357.5,1.349858807576
122.5,357.5,1.82211880039051
122.5,357.5,2.45960311115695
122.5,357.5,3.32011692273655
122.5,379.5,1.349858807576
122.5,379.5,1.82211880039051
122.5,379.5,2.45960311115695
122.5,379.5,3.32011692273655
122,382,1.349858807576
122.5,399.5,1.349858807576
122.5,399.5,1.82211880039051
122.5,399.5,2.45960311115695
122.5,399.5,3.32011692273655
122,402,1.349858807576
122.5,424.5,1.349858807576
123.5,424.5,1.349858807576
122.5,425.5,1.349858807576
123.5,425.5,1.349858807576
123,425,1.82211880039051
123,425,2.45960311115695
123,425,3.32011692273655
122.5,464.5,1.349858807576
123.5,464.5,1.349858807576
124.5,464.5,1.349858807576
125.5,464.5,1.349858807576
122.5,465.5,1.349858807576
123.5,465.5,1.349858807576
124.5,465.5,1.349858807576
125.5,465.5,1.349858807576
122.5,466.5,1.349858807576
123.5,466.5,1.349858807576
124.5,466.5,1.349858807576
125.5,466.5,1.349858807576
122.5,467.5,1.349858807576
123.5,467.5,1.349858807576
124.5,467.5,1.349858807576
125.5,467.5,1.349858807576
123,465,1.82211880039051
124,465,1.82211880039051
125,465,1.82211880039051
123,466,1.82211880039051
124,466,1.82211880039051
125,466,1.82211880039051
123,467,1.82211880039051
124,467,1.82211880039051
125,467,1.82211880039051
123.5,465.5,2.45960311115695
124.5,465.5,2.45960311115695
123.5,466.5,2.45960311115695
124.5,466.5,2.45960311115695
124,466,3.32011692273655
124,466,4.48168907033806
124,466,6.04964746441295
122,470,1.349858807576
122,472,1.349858807576
122,474,1.349858807576
122,476,1.349858807576
122.5,481.5,1.349858807576
122.5,481.5,1.82211880039051
122.5,481.5,2.45960311115695
122.5,481.5,3.32011692273655
122,484,1.349858807576
122,486,1.349858807576
122.5,500.5,1.349858807576
122.5,500.5,1.82211880039051
122.5,500.5,2.45960311115695
122.5,500.5,3.32011692273655
122,507,1.349858807576
122,525,1.349858807576
123.5,11.5,1.349858807576
123.5,11.5,1.82211880039051
123.5,11.5,2.45960311115695
123.5,11.5,3.32011692273655
123,14,1.349858807576
123,16,1.349858807576
123.5,56.5,1.349858807576
124.5,56.5,1.349858807576
123.5,57.5,1.349858807576
124.5,57.5,1.349858807576
123.5,56.5,1.82211880039051
124.5,56.5,1.82211880039051
123.5,57.5,1.82211880039051
124.5,57.5,1.82211880039051
124,57,2.45960311115695
124,57,3.32011692273655
124,57,4.48168907033806
123.5,67.5,1.349858807576
124.5,67.5,1.349858807576
125.5,67.5,1.349858807576
123.5,68.5,1.349858807576
124.5,68.5,1.349858807576
125.5,68.5,1.349858807576
123.5,69.5,1.349858807576
124.5,69.5,1.349858807576
125.5,69.5,1.349858807576
124,68,1.82211880039051
125,68,1.82211880039051
124,69,1.82211880039051
125,69,1.82211880039051
124.5,68.5,2.45960311115695
124.5,68.5,3.32011692273655
124.5,68.5,4.48168907033806
123,76,1.349858807576
123.5,86.5,1.349858807576
124.5,86.5,1.349858807576
123.5,87.5,1.349858807576
124.5,87.5,1.349858807576
124,87,1.82211880039051
124,87,2.45960311115695
124,87,3.32011692273655
123,90,1.349858807576
123,99,1.349858807576
123.5,145.5,1.349858807576
123.5,145.5,1.82211880039051
123.5,145.5,2.45960311115695
123.5,145.5,3.32011692273655
123,176,1.349858807576
123.5,183.5,1.349858807576
124.5,183.5,1.349858807576
123.5,184.5,1.349858807576
124.5,184.5,1.349858807576
124,184,1.82211880039051
124,184,2.45960311115695
124,184,3.32011692273655
124,184,4.48168907033806
123,207,1.349858807576
123,214,1.349858807576
123,230,1.349858807576
123.5,232.5,1.349858807576
123.5,232.5,1.82211880039051
123.5,232.5,2.45960311115695
123.5,232.5,3.32011692273655
123,245,1.349858807576
123.5,247.5,1.349858807576
123.5,247.5,1.82211880039051
123.5,247.5,2.45960311115695
123.5,247.5,3.32011692273655
123,250,1.349858807576
124.5,24.5,1.349858807576
125.5,24.5,1.349858807576
126.5,24.5,1.349858807576
127.5,24.5,1.349858807576
128.5,24.5,1.349858807576
129.5,24.5,1.349858807576
130.5,24.5,1.349858807576
131.5,24.5,1.349858807576
132.5,24.5,1.349858807576
133.5,24.5,1.349858807576
134.5,24.5,1.349858807576
124.5,25.5,1.349858807576
125.5,25.5,1.349858807576
126.5,25.5,1.349858807576
127.5,25.5,1.349858807576
128.5,25.5,1.349858807576
129.5,25.5,1.349858807576
130.5,25.5,1.349858807576
131.5,25.5,1.349858807576
132.5,25.5,1.349858807576
133.5,25.5,1.349858807576
134.5,25.5,1.349858807576
124.5,26.5,1.349858807576
125.5,26.5,1.349858807576
126.5,26.5,1.349858807576
127.5,26.5,1.349858807576
128.5,26.5,1.349858807576
129.5,26.5,1.349858807576
130.5,26.5,1.349858807576
131.5,26.5,1.349858807576
132.5,26.5,1.349858807576
133.5,26.5,1.349858807576
134.5,26.5,1.349858807576
124.5,27.5,1.349858807576
125.5,27.5,1.349858807576
126.5,27.5,1.349858807576
127.5,27.5,1.349858807576
128.5,27.5,1.349858807576
129.5,27.5,1.349858807576
130.5,27.5,1.349858807576
131.5,27.5,1.349858807576
132.5,27.5,1.349858807576
133.5,27.5,1.349858807576
134.5,27.5,1.349858807576
124.5,28.5,1.349858807576
125.5,28.5,1.349858807576
126.5,28.5,1.349858807576
127.5,28.5,1.349858807576
128.5,28.5,1.349858807576
129.5,28.5,1.349858807576
130.5,28.5,1.349858807576
131.5,28.5,1.349858807576
132.5,28.5,1.349858807576
133.5,28.5,1.349858807576
134.5,28.5,1.349858807576
124.5,29.5,1.349858807576
125.5,29.5,1.349858807576
126.5,29.5,1.349858807576
127.5,29.5,1.349858807576
128.5,29.5,1.349858807576
129.5,29.5,1.349858807576
130.5,29.5,1.349858807576
131.5,29.5,1.349858807576
132.5,29.5,1.349858807576
133.5,29.5,1.349858807576
134.5,29.5,1.349858807576
124.5,30.5,1.349858807576
125.5,30.5,1.349858807576
126.5,30.5,1.349858807576
127.5,30.5,1.349858807576
128.5,30.5,1.349858807576
129.5,30.5,1.349858807576
130.5,30.5,1.349858807576
131.5,30.5,1.349858807576
132.5,30.5,1.349858807576
133.5,30.5,1.349858807576
134.5,30.5,1.349858807576
124.5,31.5,1.349858807576
125.5,31.5,1.349858807576
126.5,31.5,1.349858807576
127.5,31.5,1.349858807576
128.5,31.5,1.349858807576
129.5,31.5,1.349858807576
130.5,31.5,1.349858807576
131.5,31.5,1.349858807576
132.5,31.5,1.349858807576
133.5,31.5,1.349858807576
134.5,31.5,1.349858807576
124.5,32.5,1.349858807576
125.5,32.5,1.349858807576
126.5,32.5,1.349858807576
127.5,32.5,1.349858807576
128.5,32.5,1.349858807576
129.5,32.5,1.349858807576
130.5,32.5,1.349858807576
131.5,32.5,1.349858807576
132.5,32.5,1.349858807576
133.5,32.5,1.349858807576
134.5,32.5,1.349858807576
124.5,33.5,1.349858807576
125.5,33.5,1.349858807576
126.5,33.5,1.349858807576
127.5,33.5,1.349858807576
128.5,33.5,1.349858807576
129.5,33.5,1.349858807576
130.5,33.5,1.349858807576
131.5,33.5,1.349858807576
132.5,33.5,1.349858807576
133.5,33.5,1.349858807576
134.5,33.5,1.349858807576
124.5,34.5,1.349858807576
125.5,34.5,1.349858807576
126.5,34.5,1.349858807576
127.5,34.5,1.349858807576
